Wall time,Step,Value
1706769521.3263748,100,0.3410816788673401
1706769562.8045723,380,0.3333444595336914
1706769618.753474,820,0.3685278594493866
1706769636.6205525,960,0.3400176167488098
1706769674.8492017,1260,0.3512665629386902
1706769677.4069166,1280,0.36558663845062256
1706769697.725892,1440,0.35832104086875916
1706769712.943679,1560,0.3380565047264099
1706769725.6599243,1660,0.36116474866867065
1706769743.3955944,1800,0.3579275608062744
1706769778.893837,2080,0.35913437604904175
1706769789.014153,2160,0.3526512086391449
1706769824.5370805,2440,0.3556065261363983
1706769842.309396,2580,0.3492558002471924
1706769847.3687112,2620,0.3366643786430359
1706769916.2784991,3160,0.3483614921569824
1706769923.9858785,3220,0.3489324450492859
1706769929.1174273,3260,0.3363616466522217
1706769934.2524552,3300,0.3598480820655823
1706769954.8061533,3460,0.34557241201400757
1706770003.9171855,3840,0.3489620089530945
1706770034.3851736,4080,0.3815235495567322
1706770039.4800968,4120,0.332348495721817
1706770100.527936,4600,0.3485568165779114
1706770138.6985347,4900,0.3361130654811859
1706770141.2506797,4920,0.3414275348186493
1706770177.2693954,5200,0.33789151906967163
1706770207.7029178,5440,0.3691602349281311
1706770215.3044107,5500,0.3469810485839844
1706770235.7203226,5660,0.3474302291870117
1706770243.3327768,5720,0.3368017077445984
1706770268.7373695,5920,0.32717427611351013
1706770322.0135052,6340,0.34617406129837036
1706770329.631246,6400,0.36417555809020996
1706770337.246803,6460,0.36010798811912537
1706770398.374318,6940,0.3246540427207947
1706770428.9233387,7180,0.3593180179595947
1706770444.3366404,7300,0.3437686860561371
1706770449.4229283,7340,0.35672444105148315
1706770479.9936721,7580,0.34006059169769287
1706770500.3114457,7740,0.3208298683166504
1706770510.4764106,7820,0.35334035754203796
1706770541.027175,8060,0.34442323446273804
1706770573.9901698,8320,0.352855384349823
1706770591.7598457,8460,0.3558465242385864
1706770627.4183898,8740,0.3534613847732544
1706770629.968364,8760,0.33897146582603455
1706770635.0333064,8800,0.36224716901779175
1706770652.8194058,8940,0.3386220335960388
1706770690.9542658,9240,0.35893094539642334
1706770701.1330674,9320,0.34241026639938354
1706770726.590013,9520,0.36046677827835083
1706770739.3511195,9620,0.3378763198852539
1706770741.8958867,9640,0.335605263710022
1706770757.2044709,9760,0.3433696925640106
1706770815.8628142,10220,0.34749335050582886
1706770821.029938,10260,0.33954089879989624
1706770823.6223128,10280,0.358367383480072
1706770833.8564851,10360,0.33388322591781616
1706770874.7481143,10680,0.3490240275859833
1706770887.5051944,10780,0.34993624687194824
1706770892.598413,10820,0.3624778687953949
1706770923.038611,11060,0.3517555594444275
1706770933.2380166,11140,0.33799251914024353
1706770948.456575,11260,0.3454398512840271
1706771019.6327426,11820,0.3356936573982239
1706771029.7647636,11900,0.35361453890800476
1706771034.844483,11940,0.34873828291893005
1706771116.1555326,12580,0.3584069609642029
1706771118.6871529,12600,0.34406065940856934
1706771138.9825273,12760,0.3230164647102356
1706771154.1955698,12880,0.33826637268066406
1706771156.744713,12900,0.3427327275276184
1706771192.2587721,13180,0.34812086820602417
1706771215.0734944,13360,0.35472556948661804
1706771235.3880844,13520,0.35075193643569946
1706771283.5869942,13900,0.34991997480392456
1706771352.2626834,14440,0.3430261015892029
1706771362.421372,14520,0.34237033128738403
1706771410.5895655,14900,0.33268028497695923
1706771461.3885617,15300,0.3572850823402405
1706771489.2860165,15520,0.3541336953639984
1706771491.82627,15540,0.34876570105552673
1706771507.0414076,15660,0.3659447133541107
1706771522.24003,15780,0.35444653034210205
1706771562.8685653,16100,0.3265681266784668
1706771565.3993185,16120,0.3431580662727356
1706771570.5053115,16160,0.3364914655685425
1706771601.0093849,16400,0.3485972285270691
1706771634.1116664,16660,0.3583841323852539
1706771697.8561332,17160,0.34692367911338806
1706771720.7602122,17340,0.32742252945899963
1706771733.4429803,17440,0.3434440791606903
1706771771.5620232,17740,0.3450269103050232
1706771799.5028665,17960,0.34204575419425964
1706771809.6586728,18040,0.3608584403991699
1706771883.3232913,18620,0.33189064264297485
1706771913.8747966,18860,0.3418205976486206
1706771931.721467,19000,0.3364958167076111
1706772059.0487297,20000,0.3312373459339142
1706772066.8047483,20060,0.35163480043411255
1706772071.8873403,20100,0.34544068574905396
1706772099.860341,20320,0.33075621724128723
1706772117.650271,20460,0.3617587089538574
1706772127.8593285,20540,0.35485851764678955
1706772132.929614,20580,0.3609267473220825
1706772155.8359861,20760,0.34050214290618896
1706772204.1524475,21140,0.3406006097793579
1706772239.7277029,21420,0.3422468900680542
1706772242.281067,21440,0.3322528004646301
1706772247.3471224,21480,0.3434326648712158
1706772257.4922452,21560,0.36336299777030945
1706772280.4246674,21740,0.34451109170913696
1706772311.059094,21980,0.32591062784194946
1706772321.261379,22060,0.3424588441848755
1706772326.3857121,22100,0.341928094625473
1706772339.1576505,22200,0.3451818823814392
1706772344.2665615,22240,0.3340126872062683
1706772369.779026,22440,0.35241931676864624
1706772379.9750733,22520,0.3443460464477539
1706772397.7573953,22660,0.37126678228378296
1706772402.8486872,22700,0.34478873014450073
1706772433.4143758,22940,0.32640162110328674
1706772446.111786,23040,0.35981136560440063
1706772448.6477633,23060,0.3620506227016449
1706772479.1527934,23300,0.34689781069755554
1706772504.576284,23500,0.330113023519516
1706772509.6591823,23540,0.35399216413497925
1706772530.0724483,23700,0.3327212929725647
1706772552.9486144,23880,0.3385656476020813
1706772555.494941,23900,0.3535204827785492
1706772616.4682398,24380,0.364846795797348
1706772634.2100084,24520,0.36949390172958374
1706772687.5894134,24940,0.3419899344444275
1706772700.483475,25040,0.35256707668304443
1706772703.0244234,25060,0.3304813504219055
1706772708.0992618,25100,0.3496604859828949
1706772715.754437,25160,0.34834203124046326
1706772725.9677236,25240,0.34123072028160095
1706772741.2658768,25360,0.3383873403072357
1706772751.4853685,25440,0.3362114429473877
1706772764.2858047,25540,0.33216392993927
1706772820.3437977,25980,0.35833555459976196
1706772840.720467,26140,0.3583694100379944
1706772881.3866816,26460,0.33380526304244995
1706772888.991282,26520,0.3394905924797058
1706772939.7787046,26920,0.34728002548217773
1706772977.855338,27220,0.3539186418056488
1706772988.0379827,27300,0.3518046736717224
1706773016.0582047,27520,0.3484041392803192
1706773018.6227856,27540,0.3583143651485443
1706773123.3989313,28360,0.3404185473918915
1706773176.851565,28780,0.35740041732788086
1706773179.4017324,28800,0.34053748846054077
1706773225.1364226,29160,0.3423592448234558
1706773227.683112,29180,0.364450067281723
1706773268.3508258,29500,0.3299090266227722
1706773273.4356658,29540,0.3608912229537964
1706773308.9739091,29820,0.3544561266899109
1706773319.1466315,29900,0.3620836138725281
1706773339.56891,30060,0.3468841016292572
1706773359.966311,30220,0.34185248613357544
1706773367.5740356,30280,0.37135133147239685
1706773375.2425547,30340,0.3587706685066223
1706773405.8560133,30580,0.38248634338378906
1706773456.9186475,30980,0.34296366572380066
1706773464.5608456,31040,0.3367585837841034
1706773500.182222,31320,0.3540365397930145
1706773507.829419,31380,0.3657793402671814
1706773520.568262,31480,0.3595566153526306
1706773528.181927,31540,0.3407627046108246
1706773551.0166142,31720,0.34721431136131287
1706773578.9494967,31940,0.3517580032348633
1706773591.7108967,32040,0.3721793591976166
1706773596.7860582,32080,0.3339856266975403
1706773657.889671,32560,0.36475011706352234
1706773678.2507644,32720,0.35438650846481323
1706773683.3559396,32760,0.3371416926383972
1706773767.5126932,33420,0.35591936111450195
1706773790.4349034,33600,0.36010870337486267
1706773805.7258537,33720,0.3621160387992859
1706773828.6244304,33900,0.3583548069000244
1706773848.9457006,34060,0.3476809859275818
1706773854.0385141,34100,0.3432178497314453
1706773861.6631615,34160,0.36811622977256775
1706773871.844906,34240,0.3553180694580078
1706773889.6158013,34380,0.3709659278392792
1706773958.0503683,34920,0.3587859570980072
1706774034.4872248,35520,0.35940104722976685
1706774039.3492873,35560,0.39600926637649536
1706774070.166473,35800,0.3560856580734253
1706774077.843357,35860,0.320867121219635
1706774098.2178614,36020,0.3323151767253876
1706774217.6724675,36960,0.3432897925376892
1706774227.8152442,37040,0.3579380512237549
1706774250.6899912,37220,0.337434858083725
1706774263.435664,37320,0.3490085005760193
1706774268.5245426,37360,0.3538336455821991
1706774322.1079724,37780,0.3616155982017517
1706774350.15882,38000,0.34982895851135254
1706774357.809549,38060,0.35891932249069214
1706774373.169766,38180,0.35912269353866577
1706774375.7297344,38200,0.3383506238460541
1706774413.8640375,38500,0.34504184126853943
1706774444.483916,38740,0.35427698493003845
1706774454.6633577,38820,0.34558340907096863
1706774467.407242,38920,0.3482353389263153
1706774472.4753275,38960,0.3653208613395691
1706774505.5129285,39220,0.3498355746269226
1706774508.0650685,39240,0.3578745722770691
1706774520.743363,39340,0.35493120551109314
1706774548.6576283,39560,0.36101359128952026
1706774553.7555566,39600,0.34750398993492126
1706774574.1067402,39760,0.364505410194397
1706774785.6351087,41420,0.3270643949508667
1706774808.496873,41600,0.3177538216114044
1706774833.9239416,41800,0.34514617919921875
1706774861.8773794,42020,0.3333328366279602
1706774897.4682825,42300,0.33359086513519287
1706774900.000292,42320,0.3377329707145691
1706774910.1714618,42400,0.330168217420578
1706774912.7147095,42420,0.3381947875022888
1706774930.467661,42560,0.3502722680568695
1706774961.2356827,42800,0.3378778398036957
1706775037.9504375,43400,0.3507084250450134
1706775101.6205676,43900,0.33923542499542236
1706775139.7305565,44200,0.3364212214946747
1706775155.0104573,44320,0.3637691140174866
1706775215.929141,44800,0.3539507985115051
1706775228.6284728,44900,0.36913615465164185
1706775387.666517,45640,0.3573601245880127
1706775539.1271431,46340,0.34387898445129395
1706775552.0357778,46400,0.3504762649536133
1706775614.2777715,46860,0.36617884039878845
1706775657.8266041,47200,0.34079426527023315
1706775734.3720691,47800,0.33793485164642334
1706775744.573512,47880,0.3500954806804657
1706775747.1155684,47900,0.34201663732528687
1706775853.9655807,48740,0.3540820777416229
1706775866.6457043,48840,0.36271339654922485
1706775899.7034657,49100,0.3674800395965576
