Wall time,Step,Value
1706769521.3262084,100,0.1887621432542801
1706769562.804534,380,0.19864439964294434
1706769618.7534206,820,0.09249027818441391
1706769636.6205182,960,0.15502460300922394
1706769674.849168,1260,0.17397841811180115
1706769677.4068778,1280,0.1450197398662567
1706769697.7257316,1440,0.14175361394882202
1706769712.9435112,1560,0.10686242580413818
1706769725.6597543,1660,0.15619686245918274
1706769743.395558,1800,0.10539358109235764
1706769778.8937733,2080,0.12791499495506287
1706769789.0141163,2160,0.12213844805955887
1706769824.5370116,2440,0.10956280678510666
1706769842.3093376,2580,0.14754661917686462
1706769847.3686738,2620,0.12944534420967102
1706769916.273016,3160,0.12904232740402222
1706769923.98572,3220,0.13118033111095428
1706769929.1171818,3260,0.1516319364309311
1706769934.2471762,3300,0.12489019334316254
1706769954.8060427,3460,0.10716230422258377
1706770003.917148,3840,0.1280985325574875
1706770034.3851116,4080,0.12619633972644806
1706770039.4799266,4120,0.14356926083564758
1706770100.5277858,4600,0.1459522247314453
1706770138.698494,4900,0.11153756082057953
1706770141.250355,4920,0.08772961795330048
1706770177.2692308,5200,0.11709664016962051
1706770207.702688,5440,0.12849970161914825
1706770215.304235,5500,0.12427569925785065
1706770235.720174,5660,0.13787542283535004
1706770243.3327305,5720,0.1502009779214859
1706770268.7371848,5920,0.11705774813890457
1706770322.013334,6340,0.15906530618667603
1706770329.6310818,6400,0.1181488037109375
1706770337.246771,6460,0.10612441599369049
1706770398.3741264,6940,0.1167510375380516
1706770428.923139,7180,0.11507357656955719
1706770444.3365855,7300,0.1080925315618515
1706770449.422897,7340,0.1053234338760376
1706770479.993636,7580,0.13822373747825623
1706770500.311413,7740,0.1277298480272293
1706770510.4763641,7820,0.12357301265001297
1706770541.027093,8060,0.13439401984214783
1706770573.99,8320,0.0941629409790039
1706770591.7598147,8460,0.1045026183128357
1706770627.4183495,8740,0.11819546669721603
1706770629.9683273,8760,0.10171880573034286
1706770635.0332682,8800,0.1379656344652176
1706770652.8191695,8940,0.11384556442499161
1706770690.95423,9240,0.10730653256177902
1706770701.132895,9320,0.1270187944173813
1706770726.5898013,9520,0.11360398679971695
1706770739.3509772,9620,0.10718518495559692
1706770741.8958535,9640,0.11854294687509537
1706770757.2044117,9760,0.1171492338180542
1706770815.8627806,10220,0.11951461434364319
1706770821.02985,10260,0.09740066528320312
1706770823.6222782,10280,0.12350744754076004
1706770833.856444,10360,0.10035935789346695
1706770874.7480624,10680,0.11927714943885803
1706770887.505156,10780,0.10817363858222961
1706770892.5981996,10820,0.11546492576599121
1706770923.0383503,11060,0.12019801139831543
1706770933.2378397,11140,0.14327307045459747
1706770948.4565399,11260,0.0985139012336731
1706771019.6327064,11820,0.10596773773431778
1706771029.7645137,11900,0.10740449279546738
1706771034.8443313,11940,0.09872856736183167
1706771116.1554577,12580,0.0971677154302597
1706771118.6868994,12600,0.12009213864803314
1706771138.9823139,12760,0.11355267465114594
1706771154.195536,12880,0.11716631054878235
1706771156.7446358,12900,0.12296853214502335
1706771192.25874,13180,0.10343129187822342
1706771215.0733063,13360,0.11591686308383942
1706771235.3879144,13520,0.10732442885637283
1706771283.5869594,13900,0.09829078614711761
1706771352.2624876,14440,0.10724828392267227
1706771362.4212112,14520,0.10325689613819122
1706771410.5893915,14900,0.10719188302755356
1706771461.3885171,15300,0.10047590732574463
1706771489.2859502,15520,0.12342103570699692
1706771491.8260882,15540,0.10333901643753052
1706771507.0412002,15660,0.10254021733999252
1706771522.2397945,15780,0.12118277698755264
1706771562.868392,16100,0.1113145649433136
1706771565.3992646,16120,0.10608509927988052
1706771570.5051343,16160,0.11737868934869766
1706771601.0092056,16400,0.13957937061786652
1706771634.1116085,16660,0.12727601826190948
1706771697.8559577,17160,0.12104209512472153
1706771720.7599823,17340,0.12375091016292572
1706771733.4429457,17440,0.09904245287179947
1706771771.5618446,17740,0.1339775174856186
1706771799.502638,17960,0.15029849112033844
1706771809.6584513,18040,0.12173717468976974
1706771883.3231049,18620,0.11059493571519852
1706771913.8746212,18860,0.10089690238237381
1706771931.7214317,19000,0.11166597902774811
1706772059.0486796,20000,0.09867354482412338
1706772066.8047125,20060,0.0959739089012146
1706772071.887161,20100,0.11699488759040833
1706772099.8601608,20320,0.134200781583786
1706772117.6500943,20460,0.12943847477436066
1706772127.8592765,20540,0.11499545723199844
1706772132.9294484,20580,0.10148196667432785
1706772155.8358083,20760,0.09802525490522385
1706772204.152275,21140,0.12959499657154083
1706772239.7276547,21420,0.1326550394296646
1706772242.2808805,21440,0.08573015034198761
1706772247.3469462,21480,0.1255474090576172
1706772257.4920745,21560,0.10364750772714615
1706772280.4246278,21740,0.10761263221502304
1706772311.0589244,21980,0.0829085111618042
1706772321.2611954,22060,0.10721834748983383
1706772326.3855362,22100,0.1378624141216278
1706772339.157451,22200,0.1445399671792984
1706772344.2662914,22240,0.11227148026227951
1706772369.7789736,22440,0.10700403153896332
1706772379.9749012,22520,0.1009933352470398
1706772397.7572153,22660,0.1553930938243866
1706772402.8486528,22700,0.1177000105381012
1706772433.4143016,22940,0.09854166954755783
1706772446.1117241,23040,0.12333279103040695
1706772448.6476169,23060,0.11673221737146378
1706772479.1527262,23300,0.10995859652757645
1706772504.5760386,23500,0.10657619684934616
1706772509.6589298,23540,0.09579561650753021
1706772530.0721712,23700,0.10375090688467026
1706772552.9484608,23880,0.08034811168909073
1706772555.494901,23900,0.09849367290735245
1706772616.4680643,24380,0.11691294610500336
1706772634.2098296,24520,0.11655114591121674
1706772687.5893803,24940,0.11098725348711014
1706772700.4834387,25040,0.08432517200708389
1706772703.024387,25060,0.11148474365472794
1706772708.099074,25100,0.1463300585746765
1706772715.7544029,25160,0.14031441509723663
1706772725.967481,25240,0.09806837141513824
1706772741.2658403,25360,0.10835768282413483
1706772751.4853368,25440,0.0963674932718277
1706772764.2855458,25540,0.10602390766143799
1706772820.3437471,25980,0.11146153509616852
1706772840.7204108,26140,0.10634148120880127
